11964,2001,68342
37797,67348,21904
64647,23712,93086
1483,49452,53832
18253,25973,35129
79054,57188,71232
48293,18093,73135
77631,65359,39929
61913,91277,83480
80846,30667,85308
95651,63898,15207
8773,40427,22131
12952,33941,83462
22107,69481,58080
82746,71436,84431
81175,53713,61090
37597,15485,10327
11036,45983,70437
28600,34878,65942
1387,88942,27009
46949,63041,71189
73650,21868,87868
33361,49074,6408
31839,23254,40052
52830,30133,86216
38007,11608,64847
17146,99778,52808
16617,98241,37714
66320,98899,93943
99143,27932,24472
81997,7982,94737
40566,65650,99074
87694,74595,80842
93461,67603,34403
17950,62370,770
3584,67653,64596
6408,7073,61813
29010,45115,8714
63676,87065,38775
49947,7203,42933
50960,76469,46895
37663,23571,2512
50186,12970,82180
75144,1436,86653
37808,64215,35969
401,26719,77698
44785,9275,19068
93391,84653,26200
69886,82321,57957
72379,86956,48426
43994,82045,5768
15037,35273,66121
25022,88580,63974
10981,1388,31206
65033,15169,90589
79688,71721,95941
65923,80944,50120
9057,34127,43430
62099,57358,92959
67229,78438,37139
52062,47938,9247
14662,37619,4851
57128,4,67343
62217,47415,10762
62404,83412,31575
96255,30621,87185
48208,20546,51275
61528,32107,10046
92840,94669,39075
12113,62831,4384
26754,90235,31351
92308,69234,81552
87383,55505,46854
41361,46834,29450
83611,12040,80421
30380,83226,2682
10154,39449,9331
21702,34418,78093
3420,34829,43822
30525,99781,26479
28704,17698,38804
78108,97232,17074
66619,79735,2351
11162,21616,5961
1700,30921,54732
76765,39458,15086
65744,38982,57109
68406,69401,26802
25222,69463,98513
81818,57681,73467
56552,69750,53043
33575,46026,22283
82717,82384,10764
33319,83860,89412
52249,6859,35642
30186,23415,41552
9724,65366,30313
17853,12073,64334
22050,46072,35442
4781,63065,26295
45914,8967,26433
48133,47631,17026
41290,24057,36452
59336,67188,54255
33578,42939,49974
83698,16555,63218
61404,48567,58509
51396,13096,55182
82342,63660,16307
70947,9185,59222
85636,84879,68089
35791,36838,61599
34166,16573,49325
45914,69945,56681
86449,11359,82452
64775,27932,87173
28541,54702,39982
39071,22612,37551
56844,69163,61144
94656,35947,11951
95544,17772,10847
45524,44142,65045
40472,36247,24725
12682,95141,11391
35220,4086,40615
22449,88845,14542
32173,85699,53280
49363,69402,41451
77761,53049,640
21803,65871,82149
82380,16876,5860
72785,57448,69460
27076,10426,94127
8066,11548,11357
73039,5029,88564
59790,88934,59345
38235,14652,9404
468,39998,28752
74641,69697,13225
78977,43564,98014
99916,27833,67652
83934,51555,58450
69915,10963,72076
1261,1198,92843
82225,758,57893
15235,54182,25060
56000,56856,92776
64713,37633,31317
36041,86022,22775
35452,14873,29003
35593,21569,52418
72258,19376,12819
28296,23086,84558
44082,62186,47970
98440,88007,10977
9865,42581,28590
57029,35350,11161
27523,96372,88216
57513,58569,50694
34832,5367,63732
27303,61319,82662
92385,50447,62753
70987,96207,69406
26344,19028,91547
31325,72451,99172
15837,88508,89279
1993,73921,4338
29033,4911,31152
89306,61421,83030
19465,9947,703
84605,48751,16830
67196,34700,69554
55702,6082,6788
5865,69116,68208
78672,36966,17360
73263,74474,273
30592,50215,47504
39402,41635,80349
51824,98277,6811
53011,22587,81417
62299,71396,77392
51413,11695,86187
30303,1064,11592
67059,95613,24110
45231,57633,45371
64677,17479,67457
70027,71450,99892
87123,98937,33554
23479,29620,41838
66789,94239,95037
65595,32210,67098
77356,75635,55264
95597,14527,8318
19516,5355,67521
90460,1146,60170
74389,93209,1194
81422,93386,8834
4482,88584,39466
46987,25007,85163
53172,69026,85625
67634,75538,19285
68416,72070,49798
36498,75019,44852
26500,29165,62570
10,61541,53034
52041,84037,25263
8292,82458,1359
36814,30567,2250
74734,32593,9498
10538,68791,85342
65696,48789,48720
96903,68547,82973
41880,84640,29608
91731,25093,69205
62489,73918,59778
45608,90413,88417
96388,27456,17138
39360,33755,30261
1379,93633,28208
93105,57686,76619
39565,19381,86643
12347,97226,64091
48520,20613,98118
76176,91269,35133
70704,64841,25937
81480,74796,46032
80066,33619,57653
12397,17843,24367
62555,82504,80265
3482,29527,24406
434,41444,39524
17947,89392,55930
16540,49537,63472
68732,7827,3505
11616,75120,34729
83760,42940,55817
27188,27690,43292
78549,88333,47002
32731,5270,54176
85329,1662,40259
60382,85959,9424
79352,62533,70666
18943,56542,34771
86053,97289,11773
10811,57305,94330
35518,45491,38788
59329,64495,58609
59025,37113,43681
32452,39062,93880
83359,24579,31846
60463,58335,21286
74471,44806,1314
22126,36060,78437
90343,14232,97983
29844,62899,83573
68861,24104,93961
74181,21085,37209
9784,65467,28110
96220,25734,712
79692,75525,68943
89358,85910,73906
92719,83757,38089
27900,98796,23305
46531,31003,39364
60510,99790,4803
78046,63316,99574
2276,97062,94197
88448,12366,66974
31099,56390,2093
60785,39593,46795
52842,31575,64726
75373,72930,63090
59417,77095,52172
97214,42218,40118
45784,87438,8234
12703,65944,90352
44532,53293,27532
99919,6016,67051
49531,34423,34088
48686,91274,81342
82243,53760,90762
89090,97709,4012
34893,10105,83202
9554,94228,60879
78743,57901,90298
80305,125,80270
75142,67556,2111
95901,11294,39326
93829,49501,67688
8694,78190,72377
41496,94377,62772
99257,77848,80435
56678,77869,65404
68527,25674,92544
13944,73818,89945
44777,75528,83240
67373,58831,9466
12842,56923,8146
46347,6735,27113
45173,12264,21041
93172,2902,91958
35240,92139,68058
51707,53422,70555
84057,98398,67729
96333,64091,11225
94437,70784,2185
63911,93762,13525
91188,27421,2015
1160,52909,50861
38801,78205,76244
8966,72729,7908
46210,51522,1662
62549,40057,18552
13816,52799,9007
96604,74772,87972
55803,89419,33994
32104,42781,90212
59429,51889,13482
54323,7000,33448
6941,37806,75502
5903,69437,49261
19185,45738,88168
44772,17833,30364
57501,16902,85753
60139,46175,2400
30068,12020,26216
75360,8916,25876
97074,45298,50698
46458,45267,36822
55675,53720,7040
59748,35837,55077
92110,20919,45984
78560,27532,423
75420,33488,36095
43203,89060,25616
74911,64833,46054
16933,67710,22010
72786,38874,6344
12801,16559,78028
89623,35553,84464
96185,50978,23495
51537,20266,14897
94454,89240,38528
16873,12010,87044
6638,61503,28605
29130,83730,55522
71136,13463,75748
37482,63271,13672
28011,74401,55545
36865,91453,83850
81729,44368,73678
56252,37451,62807
30875,63360,78717
7210,53319,92154
8937,53422,98611
25344,65741,85230
7071,15814,11546
12106,87639,59675
4800,86915,62803
1381,49495,99708
77649,17642,82757
38392,14071,35712
2511,88525,21601
7985,89616,27432
11534,63323,5151
92566,6023,76691
74931,87,77098
23563,60148,3040
62348,39893,33919
40613,90667,34153
94074,13757,91066
40808,24911,45514
86367,37090,21334
7848,44266,92829
98280,14157,69415
43968,83611,17927
33069,34768,72130
79029,86899,91913
85862,91760,91360
69867,41305,84496
25999,13768,2269
37612,83969,38539
35418,62639,61485
41654,1915,75751
157,80716,81534
36902,4886,17084
80741,11976,60534
72496,70341,19238
88844,69013,5104
8467,94460,33498
22179,77073,30490
88951,98979,83220
94245,26868,77599
72722,30979,40503
61587,90931,54979
89936,43425,19717
84923,89672,85146
25359,64320,40311
9761,58092,92979
31796,53504,36071
15312,99523,16020
23784,93709,21147
41538,70918,77079
64360,84746,76062
56618,80060,2510
39643,73226,34589
60845,51332,7352
75854,25981,43778
31651,88115,5858
72409,33282,23874
50101,51768,51943
91648,23562,42218
31344,70186,18214
92887,21178,45476
72176,16926,15356
46565,17044,84023
99665,64644,65831
99256,74739,57138
35784,73185,63598
80340,1760,3180
13412,73007,16883
89328,54624,77240
45404,97837,70287
49839,92410,19915
43,32455,84928
86452,66594,9282
46653,23521,65395
16980,54199,10532
